Year,SEX,REF_AREA,TIME_DETAIL,SERIES,Value
2012,F,Jericho & AL Aghwar,2012,SL_TLF_UEM,28.0
2013,F,Jericho & AL Aghwar,2013,SL_TLF_UEM,22.3
2014,F,Jericho & AL Aghwar,2014,SL_TLF_UEM,22.4
2015,F,Jericho & AL Aghwar,2015,SL_TLF_UEM,22.3
2016,F,Jericho & AL Aghwar,2016,SL_TLF_UEM,16.7
2017,F,Jericho & AL Aghwar,2017,SL_TLF_UEM,27.2
2018,F,Jericho & AL Aghwar,2018,SL_TLF_UEM,33.9
2000,F,Jerusalem,2000,SL_TLF_UEM,6.5
2001,F,Jerusalem,2001,SL_TLF_UEM,4.9
2002,F,Jerusalem,2002,SL_TLF_UEM,5.3
2003,F,Jerusalem,2003,SL_TLF_UEM,12.7
2004,F,Jerusalem,2004,SL_TLF_UEM,14.3
2005,F,Jerusalem,2005,SL_TLF_UEM,10.9
2006,F,Jerusalem,2006,SL_TLF_UEM,8.3
2007,F,Jerusalem,2007,SL_TLF_UEM,9.1
2008,F,Jerusalem,2008,SL_TLF_UEM,9.5
2009,F,Jerusalem,2009,SL_TLF_UEM,13.4
2010,F,Jerusalem,2010,SL_TLF_UEM,18.1
2011,F,Jerusalem,2011,SL_TLF_UEM,21.5
2012,F,Jerusalem,2012,SL_TLF_UEM,19.6
2013,F,Jerusalem,2013,SL_TLF_UEM,23.4
2014,F,Jerusalem,2014,SL_TLF_UEM,33.5
2015,F,Jerusalem,2015,SL_TLF_UEM,26.4
2016,F,Jerusalem,2016,SL_TLF_UEM,12.7
2017,F,Jerusalem,2017,SL_TLF_UEM,17.5
2018,F,Jerusalem,2018,SL_TLF_UEM,23.0
2000,F,Bethlehem,2000,SL_TLF_UEM,5.6
2001,F,Bethlehem,2001,SL_TLF_UEM,5.4
2002,F,Bethlehem,2002,SL_TLF_UEM,4.4
2003,F,Bethlehem,2003,SL_TLF_UEM,8.8
2004,F,Bethlehem,2004,SL_TLF_UEM,5.6
2005,F,Bethlehem,2005,SL_TLF_UEM,8.4
2006,F,Bethlehem,2006,SL_TLF_UEM,13.4
2007,F,Bethlehem,2007,SL_TLF_UEM,13.3
2008,F,Bethlehem,2008,SL_TLF_UEM,14.6
2009,F,Bethlehem,2009,SL_TLF_UEM,19.4
2010,F,Bethlehem,2010,SL_TLF_UEM,24.5
2011,F,Bethlehem,2011,SL_TLF_UEM,21.4
2012,F,Bethlehem,2012,SL_TLF_UEM,19.5
2013,F,Bethlehem,2013,SL_TLF_UEM,24.1
2014,F,Bethlehem,2014,SL_TLF_UEM,29.8
2015,F,Bethlehem,2015,SL_TLF_UEM,21.7
2016,F,Bethlehem,2016,SL_TLF_UEM,32.5
2017,F,Bethlehem,2017,SL_TLF_UEM,32.2
2018,F,Bethlehem,2018,SL_TLF_UEM,31.1
2000,F,Hebron,2000,SL_TLF_UEM,10.4
2001,F,Hebron,2001,SL_TLF_UEM,9.2
2002,F,Hebron,2002,SL_TLF_UEM,10.9
2003,F,Hebron,2003,SL_TLF_UEM,14.9
2004,F,Hebron,2004,SL_TLF_UEM,12.8
2005,F,Hebron,2005,SL_TLF_UEM,16.6
2006,F,Hebron,2006,SL_TLF_UEM,16.3
2007,F,Hebron,2007,SL_TLF_UEM,15.5
2008,F,Hebron,2008,SL_TLF_UEM,19.3
2009,F,Hebron,2009,SL_TLF_UEM,18.9
2010,F,Hebron,2010,SL_TLF_UEM,22.5
2011,F,Hebron,2011,SL_TLF_UEM,25.9
2012,F,Hebron,2012,SL_TLF_UEM,30.1
2013,F,Hebron,2013,SL_TLF_UEM,34.2
2014,F,Hebron,2014,SL_TLF_UEM,28.2
2015,F,Hebron,2015,SL_TLF_UEM,24.8
2016,F,Hebron,2016,SL_TLF_UEM,33.6
2017,F,Hebron,2017,SL_TLF_UEM,38.5
2018,F,Hebron,2018,SL_TLF_UEM,32.9
2000,F,North Gaza,2000,SL_TLF_UEM,12.4
2001,F,North Gaza,2001,SL_TLF_UEM,19.9
2002,F,North Gaza,2002,SL_TLF_UEM,21.2
2003,F,North Gaza,2003,SL_TLF_UEM,27.1
2004,F,North Gaza,2004,SL_TLF_UEM,29.8
2005,F,North Gaza,2005,SL_TLF_UEM,30.5
2006,F,North Gaza,2006,SL_TLF_UEM,32.8
2007,F,North Gaza,2007,SL_TLF_UEM,29.6
2008,F,North Gaza,2008,SL_TLF_UEM,36.1
2009,F,North Gaza,2009,SL_TLF_UEM,42.2
2010,F,North Gaza,2010,SL_TLF_UEM,42.1
2011,F,North Gaza,2011,SL_TLF_UEM,42.9
2012,F,North Gaza,2012,SL_TLF_UEM,48.5
2013,F,North Gaza,2013,SL_TLF_UEM,52.9
2014,F,North Gaza,2014,SL_TLF_UEM,52.2
2015,F,North Gaza,2015,SL_TLF_UEM,59.4
2016,F,North Gaza,2016,SL_TLF_UEM,64.5
2017,F,North Gaza,2017,SL_TLF_UEM,69.4
2018,F,North Gaza,2018,SL_TLF_UEM,75.7
2000,F,Gaza,2000,SL_TLF_UEM,20.9
2001,F,Gaza,2001,SL_TLF_UEM,18.4
2002,F,Gaza,2002,SL_TLF_UEM,29.8
2003,F,Gaza,2003,SL_TLF_UEM,32.0
2004,F,Gaza,2004,SL_TLF_UEM,31.6
2005,F,Gaza,2005,SL_TLF_UEM,37.4
2006,F,Gaza,2006,SL_TLF_UEM,33.5
2007,F,Gaza,2007,SL_TLF_UEM,38.0
2008,F,Gaza,2008,SL_TLF_UEM,48.7
2009,F,Gaza,2009,SL_TLF_UEM,39.3
2010,F,Gaza,2010,SL_TLF_UEM,37.8
2011,F,Gaza,2011,SL_TLF_UEM,39.1
2012,F,Gaza,2012,SL_TLF_UEM,51.8
2013,F,Gaza,2013,SL_TLF_UEM,54.5
2014,F,Gaza,2014,SL_TLF_UEM,57.8
2015,F,Gaza,2015,SL_TLF_UEM,58.8
2016,F,Gaza,2016,SL_TLF_UEM,61.0
2017,F,Gaza,2017,SL_TLF_UEM,68.4
2018,F,Gaza,2018,SL_TLF_UEM,72.6
2000,F,Dier Al-Balah,2000,SL_TLF_UEM,26.4
2001,F,Dier Al-Balah,2001,SL_TLF_UEM,32.3
2002,F,Dier Al-Balah,2002,SL_TLF_UEM,38.1
2003,F,Dier Al-Balah,2003,SL_TLF_UEM,32.9
2004,F,Dier Al-Balah,2004,SL_TLF_UEM,37.6
2005,F,Dier Al-Balah,2005,SL_TLF_UEM,41.2
2006,F,Dier Al-Balah,2006,SL_TLF_UEM,29.9
2007,F,Dier Al-Balah,2007,SL_TLF_UEM,25.9
2008,F,Dier Al-Balah,2008,SL_TLF_UEM,47.3
2009,F,Dier Al-Balah,2009,SL_TLF_UEM,46.6
2010,F,Dier Al-Balah,2010,SL_TLF_UEM,41.6
2011,F,Dier Al-Balah,2011,SL_TLF_UEM,42.9
2012,F,Dier Al-Balah,2012,SL_TLF_UEM,54.7
2013,F,Dier Al-Balah,2013,SL_TLF_UEM,62.5
2014,F,Dier Al-Balah,2014,SL_TLF_UEM,64.9
2015,F,Dier Al-Balah,2015,SL_TLF_UEM,58.8
2016,F,Dier Al-Balah,2016,SL_TLF_UEM,60.9
2017,F,Dier Al-Balah,2017,SL_TLF_UEM,65.1
2018,F,Dier Al-Balah,2018,SL_TLF_UEM,71.6
2000,F,Khan Yunis,2000,SL_TLF_UEM,15.3
2001,F,Khan Yunis,2001,SL_TLF_UEM,24.8
2002,F,Khan Yunis,2002,SL_TLF_UEM,24.0
2003,F,Khan Yunis,2003,SL_TLF_UEM,18.6
2004,F,Khan Yunis,2004,SL_TLF_UEM,27.3
2005,F,Khan Yunis,2005,SL_TLF_UEM,30.7
2006,F,Khan Yunis,2006,SL_TLF_UEM,34.5
2007,F,Khan Yunis,2007,SL_TLF_UEM,25.1
2008,F,Khan Yunis,2008,SL_TLF_UEM,38.8
2009,F,Khan Yunis,2009,SL_TLF_UEM,56.5
2010,F,Khan Yunis,2010,SL_TLF_UEM,63.4
2011,F,Khan Yunis,2011,SL_TLF_UEM,49.4
2012,F,Khan Yunis,2012,SL_TLF_UEM,45.7
2013,F,Khan Yunis,2013,SL_TLF_UEM,49.3
2014,F,Khan Yunis,2014,SL_TLF_UEM,53.2
2015,F,Khan Yunis,2015,SL_TLF_UEM,58.3
2016,F,Khan Yunis,2016,SL_TLF_UEM,71.9
2017,F,Khan Yunis,2017,SL_TLF_UEM,73.0
2018,F,Khan Yunis,2018,SL_TLF_UEM,81.1
2000,F,Rafah,2000,SL_TLF_UEM,18.7
2001,F,Rafah,2001,SL_TLF_UEM,28.6
2002,F,Rafah,2002,SL_TLF_UEM,23.7
2003,F,Rafah,2003,SL_TLF_UEM,20.7
2004,F,Rafah,2004,SL_TLF_UEM,27.2
2005,F,Rafah,2005,SL_TLF_UEM,29.9
2006,F,Rafah,2006,SL_TLF_UEM,28.7
2007,F,Rafah,2007,SL_TLF_UEM,31.6
2008,F,Rafah,2008,SL_TLF_UEM,41.8
2009,F,Rafah,2009,SL_TLF_UEM,46.0
2010,F,Rafah,2010,SL_TLF_UEM,55.1
2011,F,Rafah,2011,SL_TLF_UEM,46.5
2012,F,Rafah,2012,SL_TLF_UEM,47.2
2013,F,Rafah,2013,SL_TLF_UEM,55.7
2014,F,Rafah,2014,SL_TLF_UEM,54.0
2015,F,Rafah,2015,SL_TLF_UEM,62.9
2016,F,Rafah,2016,SL_TLF_UEM,68.9
2017,F,Rafah,2017,SL_TLF_UEM,69.8
2018,F,Rafah,2018,SL_TLF_UEM,68.3
2000,_T,Jenin,2000,SL_TLF_UEM,16.4
2001,_T,Jenin,2001,SL_TLF_UEM,36.7
2002,_T,Jenin,2002,SL_TLF_UEM,44.6
2003,_T,Jenin,2003,SL_TLF_UEM,35.0
2004,_T,Jenin,2004,SL_TLF_UEM,28.3
2005,_T,Jenin,2005,SL_TLF_UEM,25.1
2006,_T,Jenin,2006,SL_TLF_UEM,23.0
2007,_T,Jenin,2007,SL_TLF_UEM,18.9
2008,_T,Jenin,2008,SL_TLF_UEM,22.5
2009,_T,Jenin,2009,SL_TLF_UEM,18.6
2010,_T,Jenin,2010,SL_TLF_UEM,15.3
2011,_T,Jenin,2011,SL_TLF_UEM,13.4
2012,_T,Jenin,2012,SL_TLF_UEM,14.8
2013,_T,Jenin,2013,SL_TLF_UEM,18.1
2014,_T,Jenin,2014,SL_TLF_UEM,16.0
2015,_T,Jenin,2015,SL_TLF_UEM,15.9
2016,_T,Jenin,2016,SL_TLF_UEM,19.1
2017,_T,Jenin,2017,SL_TLF_UEM,18.8
2018,_T,Jenin,2018,SL_TLF_UEM,20.9
2000,_T,Tubas & Northern Valleys,2000,SL_TLF_UEM,15.7
2001,_T,Tubas & Northern Valleys,2001,SL_TLF_UEM,30.4
2002,_T,Tubas & Northern Valleys,2002,SL_TLF_UEM,39.1
2003,_T,Tubas & Northern Valleys,2003,SL_TLF_UEM,24.5
2004,_T,Tubas & Northern Valleys,2004,SL_TLF_UEM,21.7
2005,_T,Tubas & Northern Valleys,2005,SL_TLF_UEM,20.0
2006,_T,Tubas & Northern Valleys,2006,SL_TLF_UEM,19.5
2007,_T,Tubas & Northern Valleys,2007,SL_TLF_UEM,20.0
2008,_T,Tubas & Northern Valleys,2008,SL_TLF_UEM,16.9
2009,_T,Tubas & Northern Valleys,2009,SL_TLF_UEM,13.3
2010,_T,Tubas & Northern Valleys,2010,SL_TLF_UEM,11.7
2011,_T,Tubas & Northern Valleys,2011,SL_TLF_UEM,14.9
2012,_T,Tubas & Northern Valleys,2012,SL_TLF_UEM,15.5
2013,_T,Tubas & Northern Valleys,2013,SL_TLF_UEM,16.0
2014,_T,Tubas & Northern Valleys,2014,SL_TLF_UEM,15.4
2015,_T,Tubas & Northern Valleys,2015,SL_TLF_UEM,17.8
2016,_T,Tubas & Northern Valleys,2016,SL_TLF_UEM,18.5
2017,_T,Tubas & Northern Valleys,2017,SL_TLF_UEM,21.6
2018,_T,Tubas & Northern Valleys,2018,SL_TLF_UEM,19.4
2000,_T,Tulkarm,2000,SL_TLF_UEM,16.5
2001,_T,Tulkarm,2001,SL_TLF_UEM,20.5
2002,_T,Tulkarm,2002,SL_TLF_UEM,23.5
2003,_T,Tulkarm,2003,SL_TLF_UEM,24.5
2004,_T,Tulkarm,2004,SL_TLF_UEM,22.1
2005,_T,Tulkarm,2005,SL_TLF_UEM,21.7
2006,_T,Tulkarm,2006,SL_TLF_UEM,21.8
2007,_T,Tulkarm,2007,SL_TLF_UEM,20.4
2008,_T,Tulkarm,2008,SL_TLF_UEM,21.9
2009,_T,Tulkarm,2009,SL_TLF_UEM,21.6
2010,_T,Tulkarm,2010,SL_TLF_UEM,22.0
2011,_T,Tulkarm,2011,SL_TLF_UEM,21.9
2012,_T,Tulkarm,2012,SL_TLF_UEM,27.5
2013,_T,Tulkarm,2013,SL_TLF_UEM,19.9
2014,_T,Tulkarm,2014,SL_TLF_UEM,13.3
2015,_T,Tulkarm,2015,SL_TLF_UEM,17.5
2016,_T,Tulkarm,2016,SL_TLF_UEM,16.8
2017,_T,Tulkarm,2017,SL_TLF_UEM,16.2
2018,_T,Tulkarm,2018,SL_TLF_UEM,18.1
2000,_T,Nablus,2000,SL_TLF_UEM,11.1
2001,_T,Nablus,2001,SL_TLF_UEM,22.7
2002,_T,Nablus,2002,SL_TLF_UEM,29.2
2003,_T,Nablus,2003,SL_TLF_UEM,25.4
2004,_T,Nablus,2004,SL_TLF_UEM,20.5
2005,_T,Nablus,2005,SL_TLF_UEM,17.9
2006,_T,Nablus,2006,SL_TLF_UEM,17.5
2007,_T,Nablus,2007,SL_TLF_UEM,15.5
2008,_T,Nablus,2008,SL_TLF_UEM,15.8
2009,_T,Nablus,2009,SL_TLF_UEM,12.9
2010,_T,Nablus,2010,SL_TLF_UEM,13.8
2011,_T,Nablus,2011,SL_TLF_UEM,14.7
2012,_T,Nablus,2012,SL_TLF_UEM,14.4
2013,_T,Nablus,2013,SL_TLF_UEM,15.2
2014,_T,Nablus,2014,SL_TLF_UEM,17.4
2015,_T,Nablus,2015,SL_TLF_UEM,16.8
2016,_T,Nablus,2016,SL_TLF_UEM,15.8
2017,_T,Nablus,2017,SL_TLF_UEM,19.2
2018,_T,Nablus,2018,SL_TLF_UEM,16.0
2000,_T,Qalqiliya,2000,SL_TLF_UEM,17.5
2001,_T,Qalqiliya,2001,SL_TLF_UEM,32.3
2002,_T,Qalqiliya,2002,SL_TLF_UEM,26.9
2003,_T,Qalqiliya,2003,SL_TLF_UEM,22.5
2004,_T,Qalqiliya,2004,SL_TLF_UEM,21.9
2005,_T,Qalqiliya,2005,SL_TLF_UEM,20.7
2006,_T,Qalqiliya,2006,SL_TLF_UEM,16.3
2007,_T,Qalqiliya,2007,SL_TLF_UEM,16.3
2008,_T,Qalqiliya,2008,SL_TLF_UEM,23.4
2009,_T,Qalqiliya,2009,SL_TLF_UEM,23.3
2010,_T,Qalqiliya,2010,SL_TLF_UEM,19.7
2011,_T,Qalqiliya,2011,SL_TLF_UEM,21.5
2012,_T,Qalqiliya,2012,SL_TLF_UEM,21.3
2013,_T,Qalqiliya,2013,SL_TLF_UEM,16.5
2014,_T,Qalqiliya,2014,SL_TLF_UEM,12.4
2015,_T,Qalqiliya,2015,SL_TLF_UEM,13.0
2016,_T,Qalqiliya,2016,SL_TLF_UEM,12.9
2017,_T,Qalqiliya,2017,SL_TLF_UEM,10.4
2018,_T,Qalqiliya,2018,SL_TLF_UEM,7.4
2000,_T,Salfit,2000,SL_TLF_UEM,17.8
2001,_T,Salfit,2001,SL_TLF_UEM,40.4
2002,_T,Salfit,2002,SL_TLF_UEM,28.8
2003,_T,Salfit,2003,SL_TLF_UEM,23.0
2004,_T,Salfit,2004,SL_TLF_UEM,18.8
2005,_T,Salfit,2005,SL_TLF_UEM,21.2
2006,_T,Salfit,2006,SL_TLF_UEM,17.4
2007,_T,Salfit,2007,SL_TLF_UEM,18.8
2008,_T,Salfit,2008,SL_TLF_UEM,19.9
2009,_T,Salfit,2009,SL_TLF_UEM,15.6
2010,_T,Salfit,2010,SL_TLF_UEM,15.2
2011,_T,Salfit,2011,SL_TLF_UEM,15.9
2012,_T,Salfit,2012,SL_TLF_UEM,17.7
2013,_T,Salfit,2013,SL_TLF_UEM,19.5
2014,_T,Salfit,2014,SL_TLF_UEM,18.2
2015,_T,Salfit,2015,SL_TLF_UEM,15.3
2016,_T,Salfit,2016,SL_TLF_UEM,15.3
2017,_T,Salfit,2017,SL_TLF_UEM,16.0
2018,_T,Salfit,2018,SL_TLF_UEM,18.9
2000,_T,Ramallah & Al-Bireh,2000,SL_TLF_UEM,9.5
2001,_T,Ramallah & Al-Bireh,2001,SL_TLF_UEM,25.8
2002,_T,Ramallah & Al-Bireh,2002,SL_TLF_UEM,25.7
2003,_T,Ramallah & Al-Bireh,2003,SL_TLF_UEM,20.3
2004,_T,Ramallah & Al-Bireh,2004,SL_TLF_UEM,19.8
2005,_T,Ramallah & Al-Bireh,2005,SL_TLF_UEM,15.6
2006,_T,Ramallah & Al-Bireh,2006,SL_TLF_UEM,16.2
2007,_T,Ramallah & Al-Bireh,2007,SL_TLF_UEM,16.0
2008,_T,Ramallah & Al-Bireh,2008,SL_TLF_UEM,17.1
2009,_T,Ramallah & Al-Bireh,2009,SL_TLF_UEM,17.1
2010,_T,Ramallah & Al-Bireh,2010,SL_TLF_UEM,15.9
2011,_T,Ramallah & Al-Bireh,2011,SL_TLF_UEM,16.2
2012,_T,Ramallah & Al-Bireh,2012,SL_TLF_UEM,17.2
2013,_T,Ramallah & Al-Bireh,2013,SL_TLF_UEM,17.2
2014,_T,Ramallah & Al-Bireh,2014,SL_TLF_UEM,14.5
2015,_T,Ramallah & Al-Bireh,2015,SL_TLF_UEM,19.6
2016,_T,Ramallah & Al-Bireh,2016,SL_TLF_UEM,16.0
2017,_T,Ramallah & Al-Bireh,2017,SL_TLF_UEM,15.9
2018,_T,Ramallah & Al-Bireh,2018,SL_TLF_UEM,15.4
2000,_T,Jericho & AL Aghwar,2000,SL_TLF_UEM,7.2
2001,_T,Jericho & AL Aghwar,2001,SL_TLF_UEM,11.1
2002,_T,Jericho & AL Aghwar,2002,SL_TLF_UEM,10.8
2003,_T,Jericho & AL Aghwar,2003,SL_TLF_UEM,9.3
2004,_T,Jericho & AL Aghwar,2004,SL_TLF_UEM,12.8
2005,_T,Jericho & AL Aghwar,2005,SL_TLF_UEM,13.1
2006,_T,Jericho & AL Aghwar,2006,SL_TLF_UEM,14.4
2007,_T,Jericho & AL Aghwar,2007,SL_TLF_UEM,9.7
2008,_T,Jericho & AL Aghwar,2008,SL_TLF_UEM,9.8
2009,_T,Jericho & AL Aghwar,2009,SL_TLF_UEM,8.0
2010,_T,Jericho & AL Aghwar,2010,SL_TLF_UEM,12.6
2011,_T,Jericho & AL Aghwar,2011,SL_TLF_UEM,13.2
2012,_T,Jericho & AL Aghwar,2012,SL_TLF_UEM,18.2
2013,_T,Jericho & AL Aghwar,2013,SL_TLF_UEM,16.4
2014,_T,Jericho & AL Aghwar,2014,SL_TLF_UEM,17.6
2015,_T,Jericho & AL Aghwar,2015,SL_TLF_UEM,14.5
2016,_T,Jericho & AL Aghwar,2016,SL_TLF_UEM,10.8
2017,_T,Jericho & AL Aghwar,2017,SL_TLF_UEM,15.5
2018,_T,Jericho & AL Aghwar,2018,SL_TLF_UEM,19.8
2000,_T,Jerusalem,2000,SL_TLF_UEM,11.7
2001,_T,Jerusalem,2001,SL_TLF_UEM,15.9
2002,_T,Jerusalem,2002,SL_TLF_UEM,28.6
2003,_T,Jerusalem,2003,SL_TLF_UEM,23.0
2004,_T,Jerusalem,2004,SL_TLF_UEM,23.7
2005,_T,Jerusalem,2005,SL_TLF_UEM,17.5
2006,_T,Jerusalem,2006,SL_TLF_UEM,13.9
2007,_T,Jerusalem,2007,SL_TLF_UEM,14.4
2008,_T,Jerusalem,2008,SL_TLF_UEM,11.7
2009,_T,Jerusalem,2009,SL_TLF_UEM,11.6
2010,_T,Jerusalem,2010,SL_TLF_UEM,12.1
2011,_T,Jerusalem,2011,SL_TLF_UEM,13.0
2012,_T,Jerusalem,2012,SL_TLF_UEM,17.6
2013,_T,Jerusalem,2013,SL_TLF_UEM,18.8
2014,_T,Jerusalem,2014,SL_TLF_UEM,18.7
2015,_T,Jerusalem,2015,SL_TLF_UEM,13.7
2016,_T,Jerusalem,2016,SL_TLF_UEM,15.3
2017,_T,Jerusalem,2017,SL_TLF_UEM,11.6
2018,_T,Jerusalem,2018,SL_TLF_UEM,11.3
2000,_T,Bethlehem,2000,SL_TLF_UEM,9.6
2001,_T,Bethlehem,2001,SL_TLF_UEM,11.2
2002,_T,Bethlehem,2002,SL_TLF_UEM,20.3
2003,_T,Bethlehem,2003,SL_TLF_UEM,18.1
2004,_T,Bethlehem,2004,SL_TLF_UEM,20.9
2005,_T,Bethlehem,2005,SL_TLF_UEM,13.4
2006,_T,Bethlehem,2006,SL_TLF_UEM,13.7
2007,_T,Bethlehem,2007,SL_TLF_UEM,17.4
2008,_T,Bethlehem,2008,SL_TLF_UEM,20.9
2009,_T,Bethlehem,2009,SL_TLF_UEM,20.2
2010,_T,Bethlehem,2010,SL_TLF_UEM,21.2
2011,_T,Bethlehem,2011,SL_TLF_UEM,19.1
2012,_T,Bethlehem,2012,SL_TLF_UEM,20.0
2013,_T,Bethlehem,2013,SL_TLF_UEM,21.2
2014,_T,Bethlehem,2014,SL_TLF_UEM,20.4
2015,_T,Bethlehem,2015,SL_TLF_UEM,13.5
2016,_T,Bethlehem,2016,SL_TLF_UEM,21.2
2017,_T,Bethlehem,2017,SL_TLF_UEM,20.5
2018,_T,Bethlehem,2018,SL_TLF_UEM,20.8
2000,_T,Hebron,2000,SL_TLF_UEM,10.5
2001,_T,Hebron,2001,SL_TLF_UEM,15.8
2002,_T,Hebron,2002,SL_TLF_UEM,26.3
2003,_T,Hebron,2003,SL_TLF_UEM,22.0
2004,_T,Hebron,2004,SL_TLF_UEM,25.1
2005,_T,Hebron,2005,SL_TLF_UEM,25.9
2006,_T,Hebron,2006,SL_TLF_UEM,23.1
2007,_T,Hebron,2007,SL_TLF_UEM,22.1
2008,_T,Hebron,2008,SL_TLF_UEM,26.5
2009,_T,Hebron,2009,SL_TLF_UEM,22.3
2010,_T,Hebron,2010,SL_TLF_UEM,21.5
2011,_T,Hebron,2011,SL_TLF_UEM,20.9
2012,_T,Hebron,2012,SL_TLF_UEM,22.2
2013,_T,Hebron,2013,SL_TLF_UEM,23.8
2014,_T,Hebron,2014,SL_TLF_UEM,20.4
2015,_T,Hebron,2015,SL_TLF_UEM,19.3
2016,_T,Hebron,2016,SL_TLF_UEM,20.9
2017,_T,Hebron,2017,SL_TLF_UEM,22.6
2018,_T,Hebron,2018,SL_TLF_UEM,19.9
2000,_T,North Gaza,2000,SL_TLF_UEM,16.3
2001,_T,North Gaza,2001,SL_TLF_UEM,34.7
2002,_T,North Gaza,2002,SL_TLF_UEM,36.9
2003,_T,North Gaza,2003,SL_TLF_UEM,27.6
2004,_T,North Gaza,2004,SL_TLF_UEM,36.6
2005,_T,North Gaza,2005,SL_TLF_UEM,33.6
2006,_T,North Gaza,2006,SL_TLF_UEM,39.0
2007,_T,North Gaza,2007,SL_TLF_UEM,31.5
2008,_T,North Gaza,2008,SL_TLF_UEM,39.7
2009,_T,North Gaza,2009,SL_TLF_UEM,36.6
2010,_T,North Gaza,2010,SL_TLF_UEM,35.6
2011,_T,North Gaza,2011,SL_TLF_UEM,28.3
2012,_T,North Gaza,2012,SL_TLF_UEM,32.5
2013,_T,North Gaza,2013,SL_TLF_UEM,32.9
2014,_T,North Gaza,2014,SL_TLF_UEM,41.9
2015,_T,North Gaza,2015,SL_TLF_UEM,41.6
2016,_T,North Gaza,2016,SL_TLF_UEM,43.6
2017,_T,North Gaza,2017,SL_TLF_UEM,43.2
2018,_T,North Gaza,2018,SL_TLF_UEM,49.1
2000,_T,Gaza,2000,SL_TLF_UEM,17.5
2001,_T,Gaza,2001,SL_TLF_UEM,32.4
2002,_T,Gaza,2002,SL_TLF_UEM,36.1
2003,_T,Gaza,2003,SL_TLF_UEM,27.7
2004,_T,Gaza,2004,SL_TLF_UEM,32.7
2005,_T,Gaza,2005,SL_TLF_UEM,26.7
2006,_T,Gaza,2006,SL_TLF_UEM,33.2
2007,_T,Gaza,2007,SL_TLF_UEM,25.1
2008,_T,Gaza,2008,SL_TLF_UEM,38.6
2009,_T,Gaza,2009,SL_TLF_UEM,34.4
2010,_T,Gaza,2010,SL_TLF_UEM,34.0
2011,_T,Gaza,2011,SL_TLF_UEM,26.3
2012,_T,Gaza,2012,SL_TLF_UEM,28.2
2013,_T,Gaza,2013,SL_TLF_UEM,30.0
2014,_T,Gaza,2014,SL_TLF_UEM,39.9
2015,_T,Gaza,2015,SL_TLF_UEM,36.4
2016,_T,Gaza,2016,SL_TLF_UEM,34.7
2017,_T,Gaza,2017,SL_TLF_UEM,39.9
2018,_T,Gaza,2018,SL_TLF_UEM,47.9
2000,_T,Dier Al-Balah,2000,SL_TLF_UEM,22.5
2001,_T,Dier Al-Balah,2001,SL_TLF_UEM,34.1
2002,_T,Dier Al-Balah,2002,SL_TLF_UEM,39.8
2003,_T,Dier Al-Balah,2003,SL_TLF_UEM,31.4
2004,_T,Dier Al-Balah,2004,SL_TLF_UEM,36.8
2005,_T,Dier Al-Balah,2005,SL_TLF_UEM,35.0
2006,_T,Dier Al-Balah,2006,SL_TLF_UEM,34.9
2007,_T,Dier Al-Balah,2007,SL_TLF_UEM,32.3
2008,_T,Dier Al-Balah,2008,SL_TLF_UEM,41.2
2009,_T,Dier Al-Balah,2009,SL_TLF_UEM,35.2
2010,_T,Dier Al-Balah,2010,SL_TLF_UEM,38.9
2011,_T,Dier Al-Balah,2011,SL_TLF_UEM,25.9
2012,_T,Dier Al-Balah,2012,SL_TLF_UEM,30.6
2013,_T,Dier Al-Balah,2013,SL_TLF_UEM,32.4
2014,_T,Dier Al-Balah,2014,SL_TLF_UEM,49.6
2015,_T,Dier Al-Balah,2015,SL_TLF_UEM,47.9
2016,_T,Dier Al-Balah,2016,SL_TLF_UEM,44.4
2017,_T,Dier Al-Balah,2017,SL_TLF_UEM,49.2
2018,_T,Dier Al-Balah,2018,SL_TLF_UEM,57.0
2000,_T,Khan Yunis,2000,SL_TLF_UEM,20.4
2001,_T,Khan Yunis,2001,SL_TLF_UEM,36.2
2002,_T,Khan Yunis,2002,SL_TLF_UEM,38.3
2003,_T,Khan Yunis,2003,SL_TLF_UEM,31.9
2004,_T,Khan Yunis,2004,SL_TLF_UEM,38.2
2005,_T,Khan Yunis,2005,SL_TLF_UEM,31.1
2006,_T,Khan Yunis,2006,SL_TLF_UEM,36.0
2007,_T,Khan Yunis,2007,SL_TLF_UEM,34.3
2008,_T,Khan Yunis,2008,SL_TLF_UEM,47.0
2009,_T,Khan Yunis,2009,SL_TLF_UEM,49.1
2010,_T,Khan Yunis,2010,SL_TLF_UEM,44.5
2011,_T,Khan Yunis,2011,SL_TLF_UEM,31.8
2012,_T,Khan Yunis,2012,SL_TLF_UEM,32.7
2013,_T,Khan Yunis,2013,SL_TLF_UEM,37.6
2014,_T,Khan Yunis,2014,SL_TLF_UEM,46.3
2015,_T,Khan Yunis,2015,SL_TLF_UEM,42.5
2016,_T,Khan Yunis,2016,SL_TLF_UEM,48.3
2017,_T,Khan Yunis,2017,SL_TLF_UEM,48.0
2018,_T,Khan Yunis,2018,SL_TLF_UEM,58.0
2000,_T,Rafah,2000,SL_TLF_UEM,19.3
2001,_T,Rafah,2001,SL_TLF_UEM,34.4
2002,_T,Rafah,2002,SL_TLF_UEM,40.9
2003,_T,Rafah,2003,SL_TLF_UEM,28.1
