Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,COMPOSITE_BREAKDOWN,UNIT_MEASURE,TIME_DETAIL,Value
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,,ប្រភេទប្រភពទឹក៖ ការប្រមូលទឹកភ្លៀងឱ្យប្រសើរឡើង,ភាគរយ,2019-2020,0.5
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,,ប្រភេទប្រភពទឹក៖ ការប្រមូលទឹកភ្លៀងឱ្យប្រសើរឡើង,ភាគរយ,2019-2020,0.1
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,,ប្រភេទប្រភពទឹក៖ ការប្រមូលទឹកភ្លៀងឱ្យប្រសើរឡើង,ភាគរយ,2019-2020,0.5
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,,ប្រភេទប្រភពទឹក៖ ការប្រមូលទឹកភ្លៀងឱ្យប្រសើរឡើង,ភាគរយ,2019-2020,0.3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,,ប្រភេទប្រភពទឹក៖ ការប្រមូលទឹកភ្លៀងឱ្យប្រសើរឡើង,ភាគរយ,2019-2020,5.81
1993,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,23.5
1996,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,41.9
1997,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,52.9
1999,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,57.2
2004,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,61.6
2007,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,61.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,82.3
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,78.2
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,79.0
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,81.3
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,81.5
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,83.1
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,80.7
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,84.2
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,88.8
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,87.7
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ទីប្រជុំជន,,ភាគរយ,2019-2020,88.01
1993,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,2.9
1996,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,23.4
1997,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,24.5
1999,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,45.4
2004,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,46.6
2007,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,48.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,49.0
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,42.2
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,41.1
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,43.2
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,41.9
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,46.6
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,47.4
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,52.4
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,53.9
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,58.7
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_Cambodia Socio-economic Surveys (CSES)",ប្រចាំឆ្នាំ,ជាតិ,៦.១.១ សមាមាត្រប្រជារាស្រ្តប្រើប្រភពទឹកស្អាតសម្រាប់ទទួលទាន,ប្រទេសកម្ពុជា,ជនបទ,,ភាគរយ,2019-2020,74.69
