Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កណ្តាល,,,ឆ្នាំ,2008,65.1
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កែប,ស្រី,,ឆ្នាំ,2008,65.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កែប,ប្រុស,,ឆ្នាំ,2008,61.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កែប,,,ឆ្នាំ,2008,63.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កោះកុង,ស្រី,,ឆ្នាំ,2008,60.9
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កោះកុង,ប្រុស,,ឆ្នាំ,2008,57.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,កោះកុង,,,ឆ្នាំ,2008,59.1
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ខេត្តក្រចេះ,ស្រី,,ឆ្នាំ,2008,60.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ខេត្តក្រចេះ,ប្រុស,,ឆ្នាំ,2008,57.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ខេត្តក្រចេះ,,,ឆ្នាំ,2008,58.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,មណ្ឌលគីរី,ស្រី,,ឆ្នាំ,2008,45.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,មណ្ឌលគីរី,ប្រុស,,ឆ្នាំ,2008,52.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,មណ្ឌលគីរី,,,ឆ្នាំ,2008,44.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ឧត្តរមានជ័យ,ស្រី,,ឆ្នាំ,2008,60.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ឧត្តរមានជ័យ,ប្រុស,,ឆ្នាំ,2008,57.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ឧត្តរមានជ័យ,,,ឆ្នាំ,2008,59.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប៉ៃលិន,ស្រី,,ឆ្នាំ,2008,64.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប៉ៃលិន,ប្រុស,,ឆ្នាំ,2008,60.4
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប៉ៃលិន,,,ឆ្នាំ,2008,62.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ភ្នំពេញ,ស្រី,,ឆ្នាំ,2008,70.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ភ្នំពេញ,ប្រុស,,ឆ្នាំ,2008,66.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ភ្នំពេញ,,,ឆ្នាំ,2008,68.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះសីហនុ,ស្រី,,ឆ្នាំ,2008,54.4
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះសីហនុ,ប្រុស,,ឆ្នាំ,2008,51.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះសីហនុ,,,ឆ្នាំ,2008,52.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះវិហារ,ស្រី,,ឆ្នាំ,2008,43.4
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះវិហារ,ប្រុស,,ឆ្នាំ,2008,40.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រះវិហារ,,,ឆ្នាំ,2008,41.9
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រៃវែង,ស្រី,,ឆ្នាំ,2008,65.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រៃវែង,ប្រុស,,ឆ្នាំ,2008,61.9
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ព្រៃវែង,,,ឆ្នាំ,2008,63.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ពោធិសាត់,ស្រី,,ឆ្នាំ,2008,65.1
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ពោធិសាត់,ប្រុស,,ឆ្នាំ,2008,61.4
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ពោធិសាត់,,,ឆ្នាំ,2008,63.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,រតនគិរី,ស្រី,,ឆ្នាំ,2008,35.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,រតនគិរី,ប្រុស,,ឆ្នាំ,2008,32.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,រតនគិរី,,,ឆ្នាំ,2008,33.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,សៀមរាប,ស្រី,,ឆ្នាំ,2008,70.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,សៀមរាប,ប្រុស,,ឆ្នាំ,2008,66.1
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,សៀមរាប,,,ឆ្នាំ,2008,68.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្ទឹងត្រែង,ស្រី,,ឆ្នាំ,2008,54.6
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្ទឹងត្រែង,ប្រុស,,ឆ្នាំ,2008,51.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្ទឹងត្រែង,,,ឆ្នាំ,2008,53.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្វាយរៀង,ស្រី,,ឆ្នាំ,2008,58.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្វាយរៀង,ប្រុស,,ឆ្នាំ,2008,55.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ស្វាយរៀង,,,ឆ្នាំ,2008,57.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,តាកែវ,ស្រី,,ឆ្នាំ,2008,64.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,តាកែវ,ប្រុស,,ឆ្នាំ,2008,60.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,តាកែវ,,,ឆ្នាំ,2008,62.4
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប្រទេសកម្ពុជា,ស្រី,ទីប្រជុំជន,ឆ្នាំ,2019,77.7
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប្រទេសកម្ពុជា,ស្រី,ជនបទ,ឆ្នាំ,2019,76.4
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប្រទេសកម្ពុជា,ប្រុស,ជនបទ,ឆ្នាំ,2019,72.8
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.១ អាយុសង្ឃឹមរស់ពីកំណើត,ប្រទេសកម្ពុជា,ប្រុស,ទីប្រជុំជន,ឆ្នាំ,2019,73.5
