Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ឆ្នាំង,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ឆ្នាំង,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ភ្នំពេញ,ចំនួន,2020,1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ភ្នំពេញ,ចំនួន,2020,4
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ភ្នំពេញ,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បាត់ដំបង,ចំនួន,2020,8
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បាត់ដំបង,ចំនួន,2020,11
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បាត់ដំបង,ចំនួន,2020,19
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ត្បូងឃ្មុំ,ចំនួន,2020,1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ត្បូងឃ្មុំ,ចំនួន,2020,14
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ត្បូងឃ្មុំ,ចំនួន,2020,2
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពត,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពត,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពត,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,មណ្ឌលគីរី,ចំនួន,2020,2
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,មណ្ឌលគីរី,ចំនួន,2020,1
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,មណ្ឌលគីរី,ចំនួន,2020,1
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្វាយរៀង,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្វាយរៀង,ចំនួន,2020,2
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្វាយរៀង,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បន្ទាយមានជ័យ,ចំនួន,2020,3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បន្ទាយមានជ័យ,ចំនួន,2020,6
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,បន្ទាយមានជ័យ,ចំនួន,2020,7
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្ទឹងត្រែង,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្ទឹងត្រែង,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ស្ទឹងត្រែង,ចំនួន,2020,1
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ខេត្តក្រចេះ,ចំនួន,2020,3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ខេត្តក្រចេះ,ចំនួន,2020,3
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ខេត្តក្រចេះ,ចំនួន,2020,4
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,តាកែវ,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,តាកែវ,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,តាកែវ,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ឧត្តរមានជ័យ,ចំនួន,2020,5
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ឧត្តរមានជ័យ,ចំនួន,2020,6
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ឧត្តរមានជ័យ,ចំនួន,2020,3
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប៉ៃលិន,ចំនួន,2020,1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប៉ៃលិន,ចំនួន,2020,2
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប៉ៃលិន,ចំនួន,2020,2
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ចាម,ចំនួន,2020,2
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ចាម,ចំនួន,2020,2
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ចាម,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កណ្តាល,ចំនួន,2020,2
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កណ្តាល,ចំនួន,2020,3
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កណ្តាល,ចំនួន,2020,1
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះសីហនុ,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះសីហនុ,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះសីហនុ,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,សៀមរាប,ចំនួន,2020,3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,សៀមរាប,ចំនួន,2020,1
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,សៀមរាប,ចំនួន,2020,0
