Year,SEX,AREA,TIME_DETAIL,Value
2002,Both sexes or no breakdown by sex,Tulkarm,2002,23.5
2003,Both sexes or no breakdown by sex,Tulkarm,2003,24.5
2004,Both sexes or no breakdown by sex,Tulkarm,2004,22.1
2005,Both sexes or no breakdown by sex,Tulkarm,2005,21.7
2006,Both sexes or no breakdown by sex,Tulkarm,2006,21.8
2007,Both sexes or no breakdown by sex,Tulkarm,2007,20.4
2008,Both sexes or no breakdown by sex,Tulkarm,2008,21.9
2009,Both sexes or no breakdown by sex,Tulkarm,2009,21.6
2010,Both sexes or no breakdown by sex,Tulkarm,2010,22.0
2011,Both sexes or no breakdown by sex,Tulkarm,2011,21.9
2012,Both sexes or no breakdown by sex,Tulkarm,2012,27.5
2013,Both sexes or no breakdown by sex,Tulkarm,2013,19.9
2014,Both sexes or no breakdown by sex,Tulkarm,2014,13.3
2015,Both sexes or no breakdown by sex,Tulkarm,2015,17.5
2016,Both sexes or no breakdown by sex,Tulkarm,2016,16.8
2017,Both sexes or no breakdown by sex,Tulkarm,2017,16.2
2018,Both sexes or no breakdown by sex,Tulkarm,2018,18.1
2000,Both sexes or no breakdown by sex,Nablus,2000,11.1
2001,Both sexes or no breakdown by sex,Nablus,2001,22.7
2002,Both sexes or no breakdown by sex,Nablus,2002,29.2
2003,Both sexes or no breakdown by sex,Nablus,2003,25.4
2004,Both sexes or no breakdown by sex,Nablus,2004,20.5
2005,Both sexes or no breakdown by sex,Nablus,2005,17.9
2006,Both sexes or no breakdown by sex,Nablus,2006,17.5
2007,Both sexes or no breakdown by sex,Nablus,2007,15.5
2008,Both sexes or no breakdown by sex,Nablus,2008,15.8
2009,Both sexes or no breakdown by sex,Nablus,2009,12.9
2010,Both sexes or no breakdown by sex,Nablus,2010,13.8
2011,Both sexes or no breakdown by sex,Nablus,2011,14.7
2012,Both sexes or no breakdown by sex,Nablus,2012,14.4
2013,Both sexes or no breakdown by sex,Nablus,2013,15.2
2014,Both sexes or no breakdown by sex,Nablus,2014,17.4
2015,Both sexes or no breakdown by sex,Nablus,2015,16.8
2016,Both sexes or no breakdown by sex,Nablus,2016,15.8
2017,Both sexes or no breakdown by sex,Nablus,2017,19.2
2018,Both sexes or no breakdown by sex,Nablus,2018,16.0
2000,Both sexes or no breakdown by sex,Qalqiliya,2000,17.5
2001,Both sexes or no breakdown by sex,Qalqiliya,2001,32.3
2002,Both sexes or no breakdown by sex,Qalqiliya,2002,26.9
2003,Both sexes or no breakdown by sex,Qalqiliya,2003,22.5
2004,Both sexes or no breakdown by sex,Qalqiliya,2004,21.9
2005,Both sexes or no breakdown by sex,Qalqiliya,2005,20.7
2006,Both sexes or no breakdown by sex,Qalqiliya,2006,16.3
2007,Both sexes or no breakdown by sex,Qalqiliya,2007,16.3
2008,Both sexes or no breakdown by sex,Qalqiliya,2008,23.4
2009,Both sexes or no breakdown by sex,Qalqiliya,2009,23.3
2010,Both sexes or no breakdown by sex,Qalqiliya,2010,19.7
2011,Both sexes or no breakdown by sex,Qalqiliya,2011,21.5
2012,Both sexes or no breakdown by sex,Qalqiliya,2012,21.3
2013,Both sexes or no breakdown by sex,Qalqiliya,2013,16.5
2014,Both sexes or no breakdown by sex,Qalqiliya,2014,12.4
2015,Both sexes or no breakdown by sex,Qalqiliya,2015,13.0
2016,Both sexes or no breakdown by sex,Qalqiliya,2016,12.9
2017,Both sexes or no breakdown by sex,Qalqiliya,2017,10.4
2018,Both sexes or no breakdown by sex,Qalqiliya,2018,7.4
2000,Both sexes or no breakdown by sex,Salfit,2000,17.8
2001,Both sexes or no breakdown by sex,Salfit,2001,40.4
2002,Both sexes or no breakdown by sex,Salfit,2002,28.8
2003,Both sexes or no breakdown by sex,Salfit,2003,23.0
2004,Both sexes or no breakdown by sex,Salfit,2004,18.8
2005,Both sexes or no breakdown by sex,Salfit,2005,21.2
2006,Both sexes or no breakdown by sex,Salfit,2006,17.4
2007,Both sexes or no breakdown by sex,Salfit,2007,18.8
2008,Both sexes or no breakdown by sex,Salfit,2008,19.9
2009,Both sexes or no breakdown by sex,Salfit,2009,15.6
2010,Both sexes or no breakdown by sex,Salfit,2010,15.2
2011,Both sexes or no breakdown by sex,Salfit,2011,15.9
2012,Both sexes or no breakdown by sex,Salfit,2012,17.7
2013,Both sexes or no breakdown by sex,Salfit,2013,19.5
2014,Both sexes or no breakdown by sex,Salfit,2014,18.2
2015,Both sexes or no breakdown by sex,Salfit,2015,15.3
2016,Both sexes or no breakdown by sex,Salfit,2016,15.3
2017,Both sexes or no breakdown by sex,Salfit,2017,16.0
2018,Both sexes or no breakdown by sex,Salfit,2018,18.9
2000,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2000,9.5
2001,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2001,25.8
2002,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2002,25.7
2003,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2003,20.3
2004,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2004,19.8
2005,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2005,15.6
2006,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2006,16.2
2007,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2007,16.0
2008,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2008,17.1
2009,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2009,17.1
2010,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2010,15.9
2011,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2011,16.2
2012,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2012,17.2
2013,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2013,17.2
2014,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2014,14.5
2015,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2015,19.6
2016,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2016,16.0
2017,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2017,15.9
2018,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,2018,15.4
2000,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2000,7.2
2001,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2001,11.1
2002,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2002,10.8
2003,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2003,9.3
2004,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2004,12.8
2005,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2005,13.1
2006,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2006,14.4
2007,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2007,9.7
2008,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2008,9.8
2009,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2009,8.0
2010,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2010,12.6
2011,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2011,13.2
2012,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2012,18.2
2013,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2013,16.4
2014,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2014,17.6
2015,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2015,14.5
2016,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2016,10.8
2017,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2017,15.5
2018,Both sexes or no breakdown by sex,Jericho & AL Aghwar,2018,19.8
2000,Both sexes or no breakdown by sex,Jerusalem,2000,11.7
2001,Both sexes or no breakdown by sex,Jerusalem,2001,15.9
2002,Both sexes or no breakdown by sex,Jerusalem,2002,28.6
2003,Both sexes or no breakdown by sex,Jerusalem,2003,23.0
2004,Both sexes or no breakdown by sex,Jerusalem,2004,23.7
2005,Both sexes or no breakdown by sex,Jerusalem,2005,17.5
2006,Both sexes or no breakdown by sex,Jerusalem,2006,13.9
2007,Both sexes or no breakdown by sex,Jerusalem,2007,14.4
2008,Both sexes or no breakdown by sex,Jerusalem,2008,11.7
2009,Both sexes or no breakdown by sex,Jerusalem,2009,11.6
2010,Both sexes or no breakdown by sex,Jerusalem,2010,12.1
2011,Both sexes or no breakdown by sex,Jerusalem,2011,13.0
2012,Both sexes or no breakdown by sex,Jerusalem,2012,17.6
2013,Both sexes or no breakdown by sex,Jerusalem,2013,18.8
2014,Both sexes or no breakdown by sex,Jerusalem,2014,18.7
2015,Both sexes or no breakdown by sex,Jerusalem,2015,13.7
2016,Both sexes or no breakdown by sex,Jerusalem,2016,15.3
2017,Both sexes or no breakdown by sex,Jerusalem,2017,11.6
2018,Both sexes or no breakdown by sex,Jerusalem,2018,11.3
2000,Both sexes or no breakdown by sex,Bethlehem,2000,9.6
2001,Both sexes or no breakdown by sex,Bethlehem,2001,11.2
2002,Both sexes or no breakdown by sex,Bethlehem,2002,20.3
2003,Both sexes or no breakdown by sex,Bethlehem,2003,18.1
2004,Both sexes or no breakdown by sex,Bethlehem,2004,20.9
2005,Both sexes or no breakdown by sex,Bethlehem,2005,13.4
2006,Both sexes or no breakdown by sex,Bethlehem,2006,13.7
2007,Both sexes or no breakdown by sex,Bethlehem,2007,17.4
2008,Both sexes or no breakdown by sex,Bethlehem,2008,20.9
2009,Both sexes or no breakdown by sex,Bethlehem,2009,20.2
2010,Both sexes or no breakdown by sex,Bethlehem,2010,21.2
2011,Both sexes or no breakdown by sex,Bethlehem,2011,19.1
2012,Both sexes or no breakdown by sex,Bethlehem,2012,20.0
2013,Both sexes or no breakdown by sex,Bethlehem,2013,21.2
2014,Both sexes or no breakdown by sex,Bethlehem,2014,20.4
2015,Both sexes or no breakdown by sex,Bethlehem,2015,13.5
2016,Both sexes or no breakdown by sex,Bethlehem,2016,21.2
2017,Both sexes or no breakdown by sex,Bethlehem,2017,20.5
2018,Both sexes or no breakdown by sex,Bethlehem,2018,20.8
2000,Both sexes or no breakdown by sex,Hebron,2000,10.5
2001,Both sexes or no breakdown by sex,Hebron,2001,15.8
2002,Both sexes or no breakdown by sex,Hebron,2002,26.3
2003,Both sexes or no breakdown by sex,Hebron,2003,22.0
2004,Both sexes or no breakdown by sex,Hebron,2004,25.1
2005,Both sexes or no breakdown by sex,Hebron,2005,25.9
2006,Both sexes or no breakdown by sex,Hebron,2006,23.1
2007,Both sexes or no breakdown by sex,Hebron,2007,22.1
2008,Both sexes or no breakdown by sex,Hebron,2008,26.5
2009,Both sexes or no breakdown by sex,Hebron,2009,22.3
2010,Both sexes or no breakdown by sex,Hebron,2010,21.5
2011,Both sexes or no breakdown by sex,Hebron,2011,20.9
2012,Both sexes or no breakdown by sex,Hebron,2012,22.2
2013,Both sexes or no breakdown by sex,Hebron,2013,23.8
2014,Both sexes or no breakdown by sex,Hebron,2014,20.4
2015,Both sexes or no breakdown by sex,Hebron,2015,19.3
2016,Both sexes or no breakdown by sex,Hebron,2016,20.9
2017,Both sexes or no breakdown by sex,Hebron,2017,22.6
2018,Both sexes or no breakdown by sex,Hebron,2018,19.9
2000,Both sexes or no breakdown by sex,North Gaza,2000,16.3
2001,Both sexes or no breakdown by sex,North Gaza,2001,34.7
2002,Both sexes or no breakdown by sex,North Gaza,2002,36.9
2003,Both sexes or no breakdown by sex,North Gaza,2003,27.6
2004,Both sexes or no breakdown by sex,North Gaza,2004,36.6
2005,Both sexes or no breakdown by sex,North Gaza,2005,33.6
2006,Both sexes or no breakdown by sex,North Gaza,2006,39.0
2007,Both sexes or no breakdown by sex,North Gaza,2007,31.5
2008,Both sexes or no breakdown by sex,North Gaza,2008,39.7
2009,Both sexes or no breakdown by sex,North Gaza,2009,36.6
2010,Both sexes or no breakdown by sex,North Gaza,2010,35.6
2011,Both sexes or no breakdown by sex,North Gaza,2011,28.3
2012,Both sexes or no breakdown by sex,North Gaza,2012,32.5
2013,Both sexes or no breakdown by sex,North Gaza,2013,32.9
2014,Both sexes or no breakdown by sex,North Gaza,2014,41.9
2015,Both sexes or no breakdown by sex,North Gaza,2015,41.6
2016,Both sexes or no breakdown by sex,North Gaza,2016,43.6
2017,Both sexes or no breakdown by sex,North Gaza,2017,43.2
2018,Both sexes or no breakdown by sex,North Gaza,2018,49.1
2000,Both sexes or no breakdown by sex,Gaza,2000,17.5
2001,Both sexes or no breakdown by sex,Gaza,2001,32.4
2002,Both sexes or no breakdown by sex,Gaza,2002,36.1
2003,Both sexes or no breakdown by sex,Gaza,2003,27.7
2004,Both sexes or no breakdown by sex,Gaza,2004,32.7
2005,Both sexes or no breakdown by sex,Gaza,2005,26.7
2006,Both sexes or no breakdown by sex,Gaza,2006,33.2
2007,Both sexes or no breakdown by sex,Gaza,2007,25.1
2008,Both sexes or no breakdown by sex,Gaza,2008,38.6
2009,Both sexes or no breakdown by sex,Gaza,2009,34.4
2010,Both sexes or no breakdown by sex,Gaza,2010,34.0
2011,Both sexes or no breakdown by sex,Gaza,2011,26.3
2012,Both sexes or no breakdown by sex,Gaza,2012,28.2
2013,Both sexes or no breakdown by sex,Gaza,2013,30.0
2014,Both sexes or no breakdown by sex,Gaza,2014,39.9
2015,Both sexes or no breakdown by sex,Gaza,2015,36.4
2016,Both sexes or no breakdown by sex,Gaza,2016,34.7
2017,Both sexes or no breakdown by sex,Gaza,2017,39.9
2018,Both sexes or no breakdown by sex,Gaza,2018,47.9
2000,Both sexes or no breakdown by sex,Dier Al-Balah,2000,22.5
2001,Both sexes or no breakdown by sex,Dier Al-Balah,2001,34.1
2002,Both sexes or no breakdown by sex,Dier Al-Balah,2002,39.8
2003,Both sexes or no breakdown by sex,Dier Al-Balah,2003,31.4
2004,Both sexes or no breakdown by sex,Dier Al-Balah,2004,36.8
2005,Both sexes or no breakdown by sex,Dier Al-Balah,2005,35.0
2006,Both sexes or no breakdown by sex,Dier Al-Balah,2006,34.9
2007,Both sexes or no breakdown by sex,Dier Al-Balah,2007,32.3
2008,Both sexes or no breakdown by sex,Dier Al-Balah,2008,41.2
2009,Both sexes or no breakdown by sex,Dier Al-Balah,2009,35.2
2010,Both sexes or no breakdown by sex,Dier Al-Balah,2010,38.9
2011,Both sexes or no breakdown by sex,Dier Al-Balah,2011,25.9
2012,Both sexes or no breakdown by sex,Dier Al-Balah,2012,30.6
2013,Both sexes or no breakdown by sex,Dier Al-Balah,2013,32.4
2014,Both sexes or no breakdown by sex,Dier Al-Balah,2014,49.6
2015,Both sexes or no breakdown by sex,Dier Al-Balah,2015,47.9
2016,Both sexes or no breakdown by sex,Dier Al-Balah,2016,44.4
2017,Both sexes or no breakdown by sex,Dier Al-Balah,2017,49.2
2018,Both sexes or no breakdown by sex,Dier Al-Balah,2018,57.0
2000,Both sexes or no breakdown by sex,Khan Yunis,2000,20.4
2001,Both sexes or no breakdown by sex,Khan Yunis,2001,36.2
2002,Both sexes or no breakdown by sex,Khan Yunis,2002,38.3
2003,Both sexes or no breakdown by sex,Khan Yunis,2003,31.9
2004,Both sexes or no breakdown by sex,Khan Yunis,2004,38.2
2005,Both sexes or no breakdown by sex,Khan Yunis,2005,31.1
2006,Both sexes or no breakdown by sex,Khan Yunis,2006,36.0
2007,Both sexes or no breakdown by sex,Khan Yunis,2007,34.3
2008,Both sexes or no breakdown by sex,Khan Yunis,2008,47.0
2009,Both sexes or no breakdown by sex,Khan Yunis,2009,49.1
2010,Both sexes or no breakdown by sex,Khan Yunis,2010,44.5
2011,Both sexes or no breakdown by sex,Khan Yunis,2011,31.8
2012,Both sexes or no breakdown by sex,Khan Yunis,2012,32.7
2013,Both sexes or no breakdown by sex,Khan Yunis,2013,37.6
2014,Both sexes or no breakdown by sex,Khan Yunis,2014,46.3
2015,Both sexes or no breakdown by sex,Khan Yunis,2015,42.5
2016,Both sexes or no breakdown by sex,Khan Yunis,2016,48.3
2017,Both sexes or no breakdown by sex,Khan Yunis,2017,48.0
2018,Both sexes or no breakdown by sex,Khan Yunis,2018,58.0
2000,Both sexes or no breakdown by sex,Rafah,2000,19.3
2001,Both sexes or no breakdown by sex,Rafah,2001,34.4
2002,Both sexes or no breakdown by sex,Rafah,2002,40.9
2003,Both sexes or no breakdown by sex,Rafah,2003,28.1
2004,Both sexes or no breakdown by sex,Rafah,2004,35.1
2005,Both sexes or no breakdown by sex,Rafah,2005,29.0
2006,Both sexes or no breakdown by sex,Rafah,2006,30.1
2007,Both sexes or no breakdown by sex,Rafah,2007,28.5
2008,Both sexes or no breakdown by sex,Rafah,2008,35.3
2009,Both sexes or no breakdown by sex,Rafah,2009,38.3
2010,Both sexes or no breakdown by sex,Rafah,2010,36.5
2011,Both sexes or no breakdown by sex,Rafah,2011,32.8
2012,Both sexes or no breakdown by sex,Rafah,2012,32.6
2013,Both sexes or no breakdown by sex,Rafah,2013,38.2
2014,Both sexes or no breakdown by sex,Rafah,2014,45.3
2015,Both sexes or no breakdown by sex,Rafah,2015,41.6
2016,Both sexes or no breakdown by sex,Rafah,2016,43.7
2017,Both sexes or no breakdown by sex,Rafah,2017,46.7
2018,Both sexes or no breakdown by sex,Rafah,2018,51.6
